,name,id1,id2,price_per_L,gender,page,url,description,other_text
26,"of cashmere musk, EdP 30 ml",819169,9120058163807,116.33,women,0,https://www.rossmann.de/de/pflege-und-duft-spirit-of-cashmere-musk-edp-30-ml/p/9120058163807,"Ein Hauch von Luxus – eine Verführung von sinnlicher Eleganz. Das Gefühl von Cashmere und Seide auf nackter Haut, eine zarte Berührung, die natürliche Eleganz einer jungen Schönheit…Wie eine sanfte Liebkosung legt sich dieser edle Duft auf die weiche Haut und hüllt die Trägerin in warme Sinnlichkeit. Zarte, weiße Blüten vereinen sich mit soften, verführerischen Basisnoten und verleihen diesem dezenten Moschus-Duft wahre Eleganz & Sanftheit. Der Duft Duftrichtung: floriental musky Spirit of cashmere musk eröffnet mit edlem Jasmin und entführt im Herzen mit den sinnlichen Aromen von Tuberose und Orangenblüten. Das erlesene Blumenbouquet wird begleitet von den pudrig-warmen Noten von Moschus, Vanille, Sandelholz, Tonkabohnen und Amber.Spirit of cashmere musk - Eine elegante Duftmischung, die mit sanfter Sinnlichkeit verführt. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Jasmin</li><li><b>Herznote:</b> Tuberose, Orangenblüten</li><li><b>Basisnote:</b> Moschus, Sandelholz, Vanille, Tonkabohne, Amber</li><li><b>Duftfamilie:</b> floriental musky</li></ul>"
27,"Persian Dream, EdT 100 ml",156933,8008970059495,84.9,women,0,https://www.rossmann.de/de/pflege-und-duft-tesori-doriente-persian-dream-edt-100-ml/p/8008970059495,"Der Persian Dream Duft ist wie ein Andenken an einen persischen Garten. Dieser Duft umschmeichelt die Haut mit einem blumigen und bernsteinfarbenen Hauch. Er verleiht ein tiefes Gefühl von Wärme, Licht und Wohlbefinden. Die sinnlichen Noten von Jasmin und süßen, würzigen Noten des Granatapfels mit einem Hauch von Rooibos-Tee vereinen sich zu einer leuchtenden Essenz, so bezaubernd und belebend für die Sinne. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Orange, Roter Apfel, Minze</li><li><b>Herznote: </b>Granatapfel, Jasmin, Teakholz</li><li><b>Basisnote:</b> Vanille, Amber, Weißer Moschus</li><li><b>Duftnote:</b> fruchtig, holzig</li></ul>"
28,"Chérie de Fleurs, EdP 60 ml",111916,9120112221122,116.5,women,0,https://www.rossmann.de/de/pflege-und-duft-caline-cherie-de-fleurs-edp-60-ml/p/9120112221122,"CÂLINE Parfums - Bonjour Mademoiselle! Eine Hommage an die Stadt der Parfumerie! Die französische Marke CÂLINE Parfums verbindet feminine Zärtlichkeit mit dem glamourösen Lifestyle der pulsierenden Hauptstadt Paris. Edles Design trifft auf raffiniertes Parfumkunstwerk. CÂLINE steht für die zärtliche Umarmung erlesener, facettenreicher Düfte und versprüht pure ""joie de vivre"". CÂLINE chérie de fleurs - ein selbstbewusstes StrahlenEingebettet in ein weißes Blumenbouquet und vereint mit der Sinnlichkeit eines Sonnenuntergangs verkörpert chérie de fleurs von CÂLINE eine strahlende Aura aus Eleganz und Weiblichkeit. Stilbewusst und mit sinnlicher Ausstrahlung unterstreichen softe Pastelltöne und edle Nuancen aus Rosé und Apricot die verführerisch-feminine Wärme. In seiner einzigartigen Komposition aus erlesenem Rosenöl und ausgereifter Vanille verleiht der reine Chypre-Akkord seiner Trägerin neue Horizonte. Facettenreich und voller Wärme erweckt chérie de fleurs ein neues Lebensgefühl, welches mit selbstbewusster Energie erfüllt ist. Der Auftakt von fruchtiger Birne, zarten Blüten und sinnlicher Bergamotte eröffnet mit natürlicher Wärme ein neues Lebensgefühl. Die florale Herznote aus erlesenen Rosenölen und edlem Jasmin schenkt chérie de fleurs ein einzigartiges Strahlen aus samtiger Sinnlichkeit, welche persönliche Unabhängigkeit verströmt. In der raffinierten Kombination aus Moschus und Vanillenoten verleiht das extravagante Chypre-Ensemble der ikonischen Kreation seinen außergewöhnlichen Nachklang. Ein inspirierendes Dufterlebnis, welches den Zeitgeist der modernen Frau erweckt. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Birne, Blüten, Bergamotte</li><li><b>Herznote:</b> Rosenöl, Jasmin</li><li><b>Basisnote: </b>Moschus, Vanillenoten</li><li><b>Duftfamilie:</b> floral chypre</li></ul>"
29,"Mon Paradis, EdP 60 ml",154979,9120130820604,116.5,women,0,https://www.rossmann.de/de/pflege-und-duft-caline-mon-paradis-edp-60-ml/p/9120130820604,"CÂLINE Mon Paradis vereint auf harmonische Weise die erfrischende Leichtigkeit von Neroli, die süße Wärme von Vanille und die sinnliche Tiefe von Zedernholz. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Bergamotte, Birne, Pfirsich</li><li><b>Herznote:</b> Jasmine, Orangenblüte, Rose</li><li><b>Basisnote:</b> Zedernholz, Vanille, Moschus</li><li><b>Duftfamilie:</b> blumig/fruchtig</li></ul>"
30,"Signature, EdP 30 ml",021928,0719346218412,466.33,women,0,https://www.rossmann.de/de/pflege-und-duft-christina-aguilera-signature-edp-30-ml/p/0719346218412,,"<ul><li>Kopfnote: Mandarine, Johannisbeere</li><li>Heznote: Pfingstrose, Jasmin, Pflaume</li><li>Basisnote: Ambra, Vanille, Moschus</li></ul>"
31,"Fleur noir, EdP 60 ml",082701,9120082229210,116.5,women,0,https://www.rossmann.de/de/pflege-und-duft-caline-fleur-noir-edp-60-ml/p/9120082229210,"CÂLINE Parfums - Bonjour Mademoiselle! Eine Hommage an die Stadt der Parfumerie! Die französische Marke CÂLINE Parfums verbindet feminine Zärtlichkeit mit dem glamourösen Lifestyle der pulsierenden Hauptstadt Paris. Edles Design trifft auf raffiniertes Parfumkunstwerk. CÂLINE steht für die zärtliche Umarmung erlesener, facettenreicher Düfte und versprüht pure ""joie de vivre"". CÂLINE fleur noir - verführerisch durch die Nacht CÂLINE fleur noir enthüllt die pure Emotion der Verführung. Seidenweich berührt der orientalische Duft die warme Haut. Verlockende Gourmandnoten der Vanille im Klangspiel mit rosa Pfeffer, ausdrucksstarke Kaffeebohnen und zarte, blumig-fruchtige Akkorde runden das Dufterlebnis ab. Heimlich versetzen sie die Trägerin unter den nächtlichen Sternenhimmel am glitzernden Eiffelturm und sorgen für geheimnisvolle Momente - trés amoureuse! Duftrichtung: oriental gourmand Rosa Pfeffer kombiniert mit lebhafter Mandarine und Nashi-Birne enthüllen das Eau de Parfum CÂLINE fleur noir. Der Schwerpunkt der Duftkomposition liegt auf der sinnlichen Orangenblüte, betörenden Kaffeenoten, edlem Jasmin und cremigen Mandeln - getragen von orientalischen Noten wie köstlicher Vanille, aphrodisierendem Patchouli und Zedernholz. Ein Duft, von dem man nicht genug kriegen kann. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Rosa Pfeffer, Mandarine, Nashi Birne</li><li><b>Herznote:</b> Orangenblüte, Kaffee, Jasmin, Mandeln</li><li><b>Basisnote:</b> Vanille, Patchouli, Zedernholz, Amber</li><li><b>Duftfamilie:</b> oriental gourmand</li></ul>"
32,"Her Choice, EdP 100 ml",125157,5903719640909,89.9,women,0,https://www.rossmann.de/de/pflege-und-duft-la-rive-her-choice-edp-100-ml/p/5903719640909,"Ein Duft, der Tradition und Eleganz auf feminine Weise verbindet.Erleben Sie eine Kombination aus Orangenblüten- und Bergamotte-Aromen, die so strahlend sind wie Ihre Energie. Die zarten Blumendüfte von Tuberose und Jasmin begleiten Sie mit Zuversicht auf Ihrem persönlichen Weg. Zielgruppe : für Sie Kopfnote : Orangenblüte, Bergamotte Herznote : Tuberose, Indischer Jasmin Basisnote : Vanille, weißer Moschus, Zeder Duftfamilie : blumig ",
33,"Hugo Woman, EdP 50 ml",108571,0737052893877,599.8,women,0,https://www.rossmann.de/de/pflege-und-duft-hugo-boss-hugo-woman-edp-50-ml/p/0737052893877,"HUGO Woman ist der Duft für unabhängige Frauen, die nach ihren eigenen Regeln leben. Die Komposition vereint fruchtige Noten und blumige Nuancen mit dem unerwarteten Aroma von schwarzem Tee. Gönnen Sie sich morgens einen Hauch dieses souveränen Dufts, an dem Sie den ganzen Tag Freude haben werden. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Boysenbeeren, italienische Mandarinen, rotes Himalajagras</li><li><b>Herznote: </b>Sambac-Jasmin, schwarze Pflaumen, Iris, indischer Schwarztee</li><li><b>Basisnote:</b> Sandel- und Zedernholz, Amber</li><li><b>Duftfamilie:</b> feminin, frisch</li></ul>"
34,"of fizzy tangerine, EdP 30 ml",569972,9120001941865,116.33,women,0,https://www.rossmann.de/de/pflege-und-duft-spirit-of-fizzy-tangerine-edp-30-ml/p/9120001941865,"SPIRIT of fizzy tangerine - erfrischend wie ein Tag am Meer Prickelnd wie eine sommerliche Meeresbrise - Das Eau de Parfum Spirit of fizzy tangerine belebt die Sinne mit fröhlichen Fruchtnoten und verlockt mit einem zarten Blütenbouquet. Der sanfte Meeresbriseakkord wird begleitet von warmen Aromen von Sandelholz und Amber und hebt die Stimmung wie ein heiterer Urlaubstag. Duftrichtung: Blumig frisch aquatisch Ein unverwechselbares, mediterranes Blumenbouquet aus samtiger Rose, zartem Veilchen und lieblicher Jasminblüte wird von der sinnlichen Frische des Meeresbrisenakkords umhüllt. Veredelt wird diese frisch-blumige Komposition mit einem Fond aus sanftem Sandelholz und Himbeere gepaart mit dem warmen Aroma der Ambra. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Mandarine, schwarze Johannisbeere, Meeresbriseakkord</li><li><b>Herznote:</b> Veilchen, Rose, Jasmin</li><li><b>Basisnote:</b> Sandelholz, Himbeere, Amber</li><li><b>Duftfamilie:</b> floral, fresh, auqatic</li></ul>"
35,"Mon Amour, EdP 60 ml",102138,9120112221252,116.5,women,0,https://www.rossmann.de/de/pflege-und-duft-caline-mon-amour-edp-60-ml/p/9120112221252,,"<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Schwarze Johannisbeere, Apfel, Anis</li><li><b>Herznote:</b> Jasmin, Heliotrop, Orangenblüte</li><li><b>Basisnote:</b> Cashmeran, Moschus, Vanille, Tonkabohne, Patchouli, Amber</li><li><b>Duftfamilie:</b> orientalisch</li></ul>"
36,"Selection Women, EdP 30 ml",924863,4011700855025,466.33,women,0,https://www.rossmann.de/de/pflege-und-duft-soliver-selection-women-edp-30-ml/p/4011700855025,"Der Premium-Duft rundet den gepflegten, modischen Auftritt ab und verströmt sinnliche Eleganz – einfach der ideale Begleiter für ein erlebnisreiches und unvergessliches Abend-Event!Bergamotte, Nektarine, Bratapfel und Limette in der Kopfnote verleihen s.Oliver SELECTION Women einen cremigen Akzent. Die floralen Komponenten der Herznote (weiße Pfingstrose, transparenter Jasmin und Lonicera) verleihen dem Duft ein unverwechselbares Charisma. Texanisches Zedernholz, Ambra und Moschus betören durch Sinnlichkeit im Fond. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Bergamotte, Nektarine, Gebackener Apfel, Limone</li><li><b>Herznote</b>: weiße Pfingstrose, Jasmin, Heckenkirche</li><li><b>Basisnote</b>: Amber, Zedernholz, Moschus</li><li><b>Duftfamilie</b>: blumig, holzig, pudrig</li></ul>"
37,"Clear Day, EdT 50 ml",928304,4013670168334,199.8,women,0,https://www.rossmann.de/de/pflege-und-duft-etienne-aigner-clear-day-edt-50-ml/p/4013670168334,"Etienne Aigner Clear Day Eau de Toilette Natural Spray, für sie ","<ul><li>Kopf: Bergamotte, Äpfel, Mandarinen und Yuzu</li><li>Herz: Rose, Jasmin, Magnolie, Moschusmelone, Pfirsich und Erdbeere</li><li>Grund: Holznoten, Vanille, Schokolade, Leder, Karamell und Moschus</li><li>Duftfamilien: blumig, fruchtig</li></ul>"
38,"Ck One, EdT 50 ml",909280,0088300607686,459.8,women,0,https://www.rossmann.de/de/pflege-und-duft-calvin-klein-ck-one-edt-50-ml/p/0088300607686,,"<ul><li><b>Zielgruppe:</b> unisex</li><li><b>Kopfnote:</b> Mandarine, Papaya, Bergamotte, Zitrone</li><li><b>Herznote: </b>Grüner Tee, Muskat, Veilchen, Jasmin, Maiglöckchen, Rose</li><li><b>Basisnote:</b> Amber, Moschus</li><li><b>Duftfamilie:</b> frisch-zitrisch</li></ul>"
39,"Creme, EdT 30ml",081637,4005900722218,733.0,women,0,https://www.rossmann.de/de/pflege-und-duft-nivea-creme-edt-30ml/p/4005900722218,"Dufttyp : Der Duft ist inspiriert vom ikonischen NIVEA Creme Duft, der Frische, Pflege und Geborgenheit vermittelt ​ Duftrichtung : blumig Kopfnote : Bestehend aus Zitrusnoten wie Bergamotte, Limone und Mandarine sowie Lavendel und Ylang-Ylang, die für die unverkennbare Frische sorgen Herznote : Rose, Weiße Blüten, Maiglöckchen, Veilchen, Freesien, Jasmin, Geranie Basisnote : Moschus, Sandelholz, pudrige Noten und balsamischer Fond verleihen dem Duft Tiefe und Beständigkeit Zielgruppe : unisex Diese Zusammensetzung macht das NIVEA Creme Eau de Toilette zu einem blumigen Duft, der Geborgenheit, Liebe und Zärtlichkeit symbolisiert, ähnlich wie die vertraute NIVEA Creme​. ",
40,"Felicità Rosa for her, EdP 60ml",155795,4051395431135,283.17,women,0,https://www.rossmann.de/de/pflege-und-duft-bugatti-felicita-rosa-for-her-edp-60ml/p/4051395431135,"Felicità entfesselt Glücksgefühle, die durch frisch-fruchtige Nuancen hervorgerufen werden und strahlt dabei, durch belebende Akkorde von Buchu, Bergamotte und Aquatischen Noten, eine beflügelnde Leichtigkeit aus. In der Herznote entfaltet Felicità eine leichte frühlingshafte Brise mit sinnlichen Rosenblüten und umschmeichelnden Klängen von betörender Kornblume, die die Sinne sanft umhüllen. Diese floralen Komponenten verleihen dem Duft eine feminine und anmutige Ausstrahlung. Elegante und weiche Nuancen von Sandelholz und Amber geben dem Duft eine Tiefe Sinnlichkeit, die durch anziehende Moschus Noten zu einer vollkommenen Duftkomposition verschmelzen und besonders langanhaltend und einhüllend sind. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote:</b> Buchu, Bergamotte, Aquatische Noten, Fruchtige Noten</li><li><b>Herznote: </b>Pfingstrose, Kornblume, Weiße Rose, Macadamia</li><li><b>Basisnote:</b> Moschusnoten, Sandelholz, Ambernoten</li></ul>"
41,"of wild roses, EdP 30 ml",569958,9120001941087,116.33,women,0,https://www.rossmann.de/de/pflege-und-duft-spirit-of-wild-roses-edp-30-ml/p/9120001941087,"SPIRIT of wild roses - märchenhaft & romantisch SPIRIT of wild roses ist das Kostüm für märchenhaft-romantische Stunden. Es schmiegt sich zärtlich an seine Trägerin an und vereint sich sinnlich mit der Haut. Anmutig verleihen die lieblichen Blütenaromen sowie die betörenden Nuancen von Vanille und Zimt eine sinnliche Weiblichkeit. Duftrichtung: blumig-orientalisch Die verführerischen Noten von Rosen, Jasmin und Orangenblüten werden durch spritzigen Apfel, aromatischen Zimt und einer unverkennbaren Kombination aus Vanille, Amber und Tonka Beans abgerundet. SPIRIT of wild roses garantiert mit seinem betörenden Rosenbouquet märchenhaft-romantische Augenblicke. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Mandarine, Apfel, Zimt</li><li><b>Herznote:</b> Orangenblüten, Jasmin, Rose</li><li><b>Basisnote:</b> Vanille, Amber, Tonkabohne</li><li><b>Duftfamilie:</b> floriental</li></ul>"
42,"Daydreaming, Body Mist 250 ml",095182,5050456524402,23.96,women,0,https://www.rossmann.de/de/pflege-und-duft-playboy-daydreaming-body-mist-250-ml/p/5050456524402,"Das unbeschwerte Babe strahlt positive Energie aus wie keine Andere. Ihre innere Stärke und ihre fröhliche Ausstrahlung sorgen dafür, dass sie jeder ins Herz schließt. Aber man darf sich nicht von ihrem Aussehen täuschen lassen. Denn sie weiß genau, was sie will und wie sie es bekommt. Ein Duft aus blühender Wildrose, gepaart mit einer harmonsichen Komposition von Litschi und weißem Moschus, sorgen dafür, dass sie von allen geliebt wird. ",
43,"Femme, EdP 30ml",942935,0737052041247,833.0,women,0,https://www.rossmann.de/de/pflege-und-duft-hugo-boss-femme-edp-30ml/p/0737052041247,"Entdecken Sie Femme by BOSS Eau de Parfum - ein lebhafter und zarter Duft, der zeitlose Eleganz verkörpert. Mit fruchtigen Kopfnoten von Mandarine und schwarzer Johannisbeere sowie einer cremigen Basisnote entfaltet dieser Duft eine moderne Weiblichkeit. Der kompakte 30-ml-Flakon ermöglicht es Ihnen, diesen einzigartigen Duft überallhin mitzunehmen. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote:</b> Freesie, schwarze Johannisbeere, Tangerine</li><li><b>Herznote:</b> bulgarische Rose, Stephanotis, orientalische Lilie</li><li><b>Basisnote:</b> Amber, Aprikosenschale, Satinholz</li><li><b>Duftfamilie:</b> blumig, frisch, fruchtig, süß, pudrig</li></ul>"
44,"Woman, EdT 20 ml",163485,3616305168948,449.5,women,0,https://www.rossmann.de/de/pflege-und-duft-mexx-woman-edt-20-ml/p/3616305168948,"Ein Duft für selbstbewusste Frauen: Das Mexx Woman Eau de Toilette versprüht pure Weiblichkeit und lebendigen Optimismus. Die blumig-frische Duftkomposition beginnt mit spritzigen Zitrusnoten von Bergamotte und Zitrone und geht in einem üppigen Blumenbouquet aus Rosen, Maiglöckchen- und Jasminakkorden auf. Warme Nuancen aus Amber, Sandel- und Zedernholz runden das sinnliche Dufterlebnis ab. Mexx Woman ist perfekt für jede Gelegenheit – ob im Büro, in der Freizeit oder am Abend – und es eignet sich auch hervorragend als Geschenk für einen lieben Menschen. Das neue Mexx Woman Eau de Toilette überzeugt mit veganer Formel und reduzierter Verpackung mit FSC-zertifizierten Materialien. Passend zur femininen Duftkreation ist der schlichte, elegante Glasflakon mit eingeprägtem Logo. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Bergamotte, Zitrone</li><li><b>Herznote: </b>Rose,<b> </b>Jasmin, Maiglöckchen, Jasminakkorde</li><li><b>Basisnote:</b> Amber, Sandelholz, Zedernholz</li><li><b>Duftfamilie:</b> floral</li></ul>"
45,"Rouge Intense, EdP 60 ml",125461,9120112223850,116.5,women,0,https://www.rossmann.de/de/pflege-und-duft-caline-rouge-intense-edp-60-ml/p/9120112223850,"Das Geheimnis der Verführung! Der ausdrucksstarke Duft Rouge Intense von Câline entführt mit hypnotisierender Versuchung in leidenschaftliche Tiefen und unergründliche Sinnlichkeit. Die betörende Komposition aus samtigem Jasmin, cremiger Mandel und orientalischer Vanille legt sich wie ein rotes Kleid um den erobernden Charme der Weiblichkeit - ein verführerischer Zaubertrank, der den Bann der Liebe erweckt! ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote:</b> Mandel, Pflaume</li><li><b>Herznote:</b> Arabischer Jasmin, Tuberose, Rose </li><li><b>Basisnote:</b> Vanille, Moschus, Sandelholz</li><li><b>Duftfamilie: </b>Oriental gourmand</li></ul>"
46,"Madame Isabelle, EDP 100ml",134496,5906735232011,89.9,women,0,https://www.rossmann.de/de/pflege-und-duft-la-rive-madame-isabelle-edp-100ml/p/5906735232011,"Komposition MADAME ISABELLE und lasse Dich durch die Zierlichkeit von Jasmin und Liebestiefe der Rose verzaubern. Entdecke das fröhliche Echo, erweckt durch die Aromen von Bergamotte und Orange, die die Kopfnoten dieses Duftes öffnen und schöpfe daraus die Motivation für Dein Tun. Lasse Dich von den Sandelholz- und Moosnoten umhüllen und spüre die magnetische Kraft des orientalischen Patschulis –  mit diesem Duft wird die ganze Kraft Deins! ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Bergamotte, Orange</li><li><b>Herznote: </b>Rose, Jasmin</li><li><b>Basisnote: </b>Patschuli, Moos, Sandelholz</li><li><b>Duftfamilie: </b>orientalisch, blumig</li></ul>"
